"","lakeid","year4","sampledate","gearid","spname","length","weight","sex"
"871","TR",1983,"7/28/1983","VGN038","CISCO",191,NA,NA
"872","TR",1983,"7/28/1983","VGN038","CISCO",191,NA,NA
"873","TR",1983,"7/28/1983","VGN038","CISCO",191,NA,NA
"874","TR",1983,"7/28/1983","VGN038","CISCO",191,NA,NA
"875","TR",1983,"7/28/1983","VGN038","CISCO",191,NA,NA
"876","TR",1983,"7/28/1983","VGN038","CISCO",191,NA,NA
"877","TR",1983,"7/29/1983","VGN032","CISCO",191,NA,NA
"878","TR",1983,"7/29/1983","VGN032","CISCO",191,NA,NA
"879","TR",1983,"7/29/1983","VGN032","CISCO",191,NA,NA
"880","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"881","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"882","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"883","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"884","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"885","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"886","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"887","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"888","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"889","TR",1983,"7/29/1983","VGN038","CISCO",191,NA,NA
"890","TR",1983,"7/28/1983","VGN032","CISCO",192,NA,NA
"891","TR",1983,"7/28/1983","VGN038","CISCO",192,NA,NA
"892","TR",1983,"7/28/1983","VGN038","CISCO",192,NA,NA
"893","TR",1983,"7/28/1983","VGN038","CISCO",192,NA,NA
"894","TR",1983,"7/29/1983","VGN038","CISCO",192,NA,NA
"895","TR",1983,"7/29/1983","VGN038","CISCO",192,NA,NA
"896","TR",1983,"7/29/1983","VGN038","CISCO",192,NA,NA
"897","TR",1983,"7/29/1983","VGN038","CISCO",192,NA,NA
"898","TR",1983,"7/29/1983","VGN038","CISCO",192,NA,NA
"899","TR",1983,"7/28/1983","VGN038","CISCO",193,NA,NA
"900","TR",1983,"7/28/1983","VGN038","CISCO",193,NA,NA
"901","TR",1983,"7/28/1983","VGN038","CISCO",193,NA,NA
"902","TR",1983,"7/28/1983","VGN038","CISCO",193,NA,NA
"903","TR",1983,"7/28/1983","VGN038","CISCO",193,NA,NA
"904","TR",1983,"7/28/1983","VGN038","CISCO",193,NA,NA
"905","TR",1983,"7/29/1983","VGN032","CISCO",193,NA,NA
"906","TR",1983,"7/29/1983","VGN032","CISCO",193,NA,NA
"907","TR",1983,"7/29/1983","VGN032","CISCO",193,NA,NA
"908","TR",1983,"7/29/1983","VGN032","CISCO",193,NA,NA
"909","TR",1983,"7/29/1983","VGN032","CISCO",193,NA,NA
"910","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"911","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"912","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"913","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"914","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"915","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"916","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"917","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"918","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"919","TR",1983,"7/29/1983","VGN038","CISCO",193,NA,NA
"920","TR",1983,"7/28/1983","VGN032","CISCO",194,NA,NA
"921","TR",1983,"7/28/1983","VGN038","CISCO",194,NA,NA
"922","TR",1983,"7/28/1983","VGN038","CISCO",194,NA,NA
"923","TR",1983,"7/28/1983","VGN038","CISCO",194,NA,NA
"924","TR",1983,"7/28/1983","VGN038","CISCO",194,NA,NA
"925","TR",1983,"7/28/1983","VGN038","CISCO",194,NA,NA
"926","TR",1983,"7/29/1983","VGN038","CISCO",194,NA,NA
"927","TR",1983,"7/29/1983","VGN038","CISCO",194,NA,NA
"928","TR",1983,"7/29/1983","VGN038","CISCO",194,NA,NA
"929","TR",1983,"7/28/1983","VGN032","CISCO",195,NA,NA
"930","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"931","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"932","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"933","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"934","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"935","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"936","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"937","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"938","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"939","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"940","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"941","TR",1983,"7/28/1983","VGN038","CISCO",195,NA,NA
"942","TR",1983,"7/29/1983","VGN032","CISCO",195,NA,NA
"943","TR",1983,"7/29/1983","VGN032","CISCO",195,NA,NA
"944","TR",1983,"7/29/1983","VGN038","CISCO",195,NA,NA
"945","TR",1983,"7/29/1983","VGN038","CISCO",195,NA,NA
"946","TR",1983,"7/28/1983","VGN032","CISCO",196,NA,NA
"947","TR",1983,"7/28/1983","VGN038","CISCO",196,NA,NA
"948","TR",1983,"7/28/1983","VGN038","CISCO",196,NA,NA
"949","TR",1983,"7/28/1983","VGN038","CISCO",196,NA,NA
"950","TR",1983,"7/28/1983","VGN038","CISCO",196,NA,NA
"951","TR",1983,"7/28/1983","VGN038","CISCO",196,NA,NA
"952","TR",1983,"7/28/1983","VGN038","CISCO",196,NA,NA
"953","TR",1983,"7/28/1983","VGN038","CISCO",196,NA,NA
"954","TR",1983,"7/28/1983","VGN038","CISCO",196,NA,NA
"955","TR",1983,"7/29/1983","VGN032","CISCO",196,NA,NA
"956","TR",1983,"7/29/1983","VGN038","CISCO",196,NA,NA
"957","TR",1983,"7/29/1983","VGN038","CISCO",196,NA,NA
"958","TR",1983,"7/29/1983","VGN038","CISCO",196,NA,NA
"959","TR",1983,"7/29/1983","VGN038","CISCO",196,NA,NA
"960","TR",1983,"7/29/1983","VGN038","CISCO",196,NA,NA
"961","TR",1983,"7/29/1983","VGN038","CISCO",196,NA,NA
"962","TR",1983,"7/28/1983","VGN032","CISCO",197,NA,NA
"963","TR",1983,"7/28/1983","VGN038","CISCO",197,NA,NA
"964","TR",1983,"7/28/1983","VGN038","CISCO",197,NA,NA
"965","TR",1983,"7/28/1983","VGN038","CISCO",197,NA,NA
"966","TR",1983,"7/29/1983","VGN032","CISCO",197,NA,NA
"967","TR",1983,"7/29/1983","VGN032","CISCO",197,NA,NA
"968","TR",1983,"7/29/1983","VGN038","CISCO",197,NA,NA
"969","TR",1983,"7/29/1983","VGN038","CISCO",197,NA,NA
"970","TR",1983,"7/29/1983","VGN038","CISCO",197,NA,NA
"971","TR",1983,"7/29/1983","VGN032","CISCO",198,NA,NA
"972","TR",1983,"7/29/1983","VGN032","CISCO",198,NA,NA
"973","TR",1983,"7/29/1983","VGN038","CISCO",198,NA,NA
"974","TR",1983,"7/29/1983","VGN038","CISCO",198,NA,NA
"975","TR",1983,"7/28/1983","VGN038","CISCO",199,NA,NA
"976","TR",1983,"7/28/1983","VGN038","CISCO",199,NA,NA
"977","TR",1983,"7/28/1983","VGN038","CISCO",199,NA,NA
"978","TR",1983,"7/28/1983","VGN038","CISCO",199,NA,NA
"979","TR",1983,"7/28/1983","VGN038","CISCO",199,NA,NA
"980","TR",1983,"7/28/1983","VGN038","CISCO",199,NA,NA
"981","TR",1983,"7/28/1983","VGN038","CISCO",199,NA,NA
"982","TR",1983,"7/29/1983","VGN032","CISCO",199,NA,NA
"983","TR",1983,"7/29/1983","VGN038","CISCO",199,NA,NA
"984","TR",1983,"7/29/1983","VGN038","CISCO",199,NA,NA
"985","TR",1983,"7/29/1983","VGN038","CISCO",199,NA,NA
"986","TR",1983,"7/28/1983","VGN038","CISCO",200,NA,NA
"987","TR",1983,"7/28/1983","VGN038","CISCO",200,NA,NA
"988","TR",1983,"7/28/1983","VGN038","CISCO",200,NA,NA
"989","TR",1983,"7/29/1983","VGN032","CISCO",200,NA,NA
"990","TR",1983,"7/29/1983","VGN038","CISCO",200,NA,NA
"991","TR",1983,"7/29/1983","VGN038","CISCO",200,NA,NA
"992","TR",1983,"7/29/1983","VGN038","CISCO",200,NA,NA
"993","TR",1983,"7/29/1983","VGN038","CISCO",200,NA,NA
"994","TR",1983,"7/29/1983","VGN038","CISCO",200,NA,NA
"995","TR",1983,"7/28/1983","VGN038","CISCO",201,NA,NA
"996","TR",1983,"7/29/1983","VGN032","CISCO",201,NA,NA
"997","TR",1983,"7/29/1983","VGN032","CISCO",201,NA,NA
"998","TR",1983,"7/29/1983","VGN032","CISCO",201,NA,NA
"999","TR",1983,"7/29/1983","VGN038","CISCO",201,NA,NA
"1000","TR",1983,"7/29/1983","VGN038","CISCO",201,NA,NA
"1001","TR",1983,"7/28/1983","VGN038","CISCO",202,NA,NA
"1002","TR",1983,"7/28/1983","VGN038","CISCO",202,NA,NA
"1003","TR",1983,"7/29/1983","VGN038","CISCO",202,NA,NA
"1004","TR",1983,"7/28/1983","VGN038","CISCO",203,NA,NA
"1005","TR",1983,"7/29/1983","VGN032","CISCO",203,NA,NA
"1006","TR",1983,"7/29/1983","VGN038","CISCO",203,NA,NA
"1007","TR",1983,"7/29/1983","VGN038","CISCO",203,NA,NA
"1008","TR",1983,"7/29/1983","VGN038","CISCO",203,NA,NA
"1009","TR",1983,"7/28/1983","VGN038","CISCO",204,NA,NA
"1010","TR",1983,"7/28/1983","VGN038","CISCO",204,NA,NA
"1011","TR",1983,"7/29/1983","VGN038","CISCO",204,NA,NA
"1012","TR",1983,"7/29/1983","VGN038","CISCO",204,NA,NA
"1013","TR",1983,"7/29/1983","VGN038","CISCO",204,NA,NA
"1014","TR",1983,"7/28/1983","VGN038","CISCO",204,NA,NA
"1015","TR",1983,"7/28/1983","VGN038","CISCO",205,NA,NA
"1016","TR",1983,"7/28/1983","VGN038","CISCO",205,NA,NA
"1017","TR",1983,"7/29/1983","VGN032","CISCO",205,NA,NA
"1018","TR",1983,"7/29/1983","VGN038","CISCO",205,NA,NA
"1019","TR",1983,"7/29/1983","VGN038","CISCO",205,NA,NA
"1020","TR",1983,"7/28/1983","VGN038","CISCO",206,NA,NA
"1021","TR",1983,"7/29/1983","VGN038","CISCO",206,NA,NA
"1022","TR",1983,"7/29/1983","VGN038","CISCO",206,NA,NA
"1023","TR",1983,"7/29/1983","VGN038","CISCO",206,NA,NA
"1024","TR",1983,"7/29/1983","VGN038","CISCO",206,NA,NA
"1025","TR",1983,"7/29/1983","VGN038","CISCO",206,NA,NA
"1026","TR",1983,"7/29/1983","VGN038","CISCO",206,NA,NA
"1027","TR",1983,"7/29/1983","VGN038","CISCO",206,NA,NA
"1028","TR",1983,"7/28/1983","VGN038","CISCO",207,NA,NA
"1029","TR",1983,"7/28/1983","VGN038","CISCO",207,NA,NA
"1030","TR",1983,"7/29/1983","VGN038","CISCO",207,NA,NA
"1031","TR",1983,"7/29/1983","VGN032","CISCO",208,NA,NA
"1032","TR",1983,"7/29/1983","VGN038","CISCO",208,NA,NA
"1033","TR",1983,"7/29/1983","VGN038","CISCO",209,NA,NA
"1034","TR",1983,"7/29/1983","VGN038","CISCO",209,NA,NA
"1035","TR",1983,"7/28/1983","VGN038","CISCO",210,NA,NA
"1036","TR",1983,"7/29/1983","VGN038","CISCO",210,NA,NA
"1037","TR",1983,"7/29/1983","VGN038","CISCO",210,NA,NA
"1038","TR",1983,"7/29/1983","VGN032","CISCO",210,NA,NA
"1039","TR",1983,"7/28/1983","VGN038","CISCO",211,NA,NA
"1040","TR",1983,"7/28/1983","VGN038","CISCO",211,NA,NA
"1041","TR",1983,"7/29/1983","VGN038","CISCO",211,NA,NA
"1042","TR",1983,"7/29/1983","VGN038","CISCO",211,NA,NA
"1043","TR",1983,"7/29/1983","VGN038","CISCO",211,NA,NA
"1044","TR",1983,"7/29/1983","VGN038","CISCO",211,NA,NA
"1045","TR",1983,"7/29/1983","VGN038","CISCO",211,NA,NA
"1046","TR",1983,"7/29/1983","VGN038","CISCO",212,NA,NA
"1047","TR",1983,"7/28/1983","VGN038","CISCO",213,NA,NA
"1048","TR",1983,"7/28/1983","VGN038","CISCO",213,NA,NA
"1049","TR",1983,"7/28/1983","VGN038","CISCO",213,NA,NA
"1050","TR",1983,"7/29/1983","VGN038","CISCO",213,NA,NA
"1051","TR",1983,"7/28/1983","VGN038","CISCO",214,NA,NA
"1052","TR",1983,"7/29/1983","VGN038","CISCO",214,NA,NA
"1053","TR",1983,"7/29/1983","VGN038","CISCO",215,NA,NA
"1054","TR",1983,"7/28/1983","VGN038","CISCO",215,NA,NA
"1055","TR",1983,"7/29/1983","VGN038","CISCO",216,NA,NA
"1056","TR",1983,"7/29/1983","VGN038","CISCO",216,NA,NA
"1057","TR",1983,"7/29/1983","VGN051","CISCO",222,NA,NA
"1058","TR",1984,"7/24/1984","VGN025","CISCO",138,18,NA
"1059","TR",1984,"7/24/1984","VGN025","CISCO",149,24,NA
"1060","TR",1984,"7/24/1984","VGN032","CISCO",147,25,NA
"1061","TR",1984,"7/24/1984","VGN032","CISCO",148,26,NA
"1062","TR",1984,"7/24/1984","VGN032","CISCO",149,26,NA
"1063","TR",1984,"7/24/1984","VGN032","CISCO",153,26,NA
"1064","TR",1984,"7/24/1984","VGN032","CISCO",148,27,NA
"1065","TR",1984,"7/24/1984","VGN032","CISCO",154,27,NA
"1066","TR",1984,"7/24/1984","VGN032","CISCO",153,28,NA
"1067","TR",1984,"7/24/1984","VGN051","CISCO",159,29,NA
"1068","TR",1984,"7/24/1984","VGN032","CISCO",162,30,NA
"1069","TR",1984,"7/24/1984","VGN032","CISCO",155,31,NA
"1070","TR",1984,"7/24/1984","VGN032","CISCO",160,32,NA
"1071","TR",1984,"7/24/1984","VGN032","CISCO",163,32,NA
"1072","TR",1984,"7/24/1984","VGN032","CISCO",165,32,NA
"1073","TR",1984,"7/24/1984","VGN064","CISCO",162,34,NA
"1074","TR",1984,"7/25/1984","VGN038","CISCO",172,38,NA
"1075","TR",1984,"7/24/1984","VGN038","CISCO",179,43,NA
"1076","TR",1984,"7/24/1984","VGN038","CISCO",187,45,NA
"1077","TR",1984,"7/24/1984","VGN038","CISCO",188,48,NA
"1078","TR",1984,"7/24/1984","VGN038","CISCO",186,49,NA
"1079","TR",1984,"7/24/1984","VGN038","CISCO",189,49,NA
"1080","TR",1984,"7/24/1984","VGN038","CISCO",187,50,NA
"1081","TR",1984,"7/24/1984","VGN038","CISCO",194,50,NA
"1082","TR",1984,"7/24/1984","VGN038","CISCO",190,52,NA
"1083","TR",1984,"7/24/1984","VGN038","CISCO",193,54,NA
"1084","TR",1984,"7/24/1984","VGN038","CISCO",193,54,NA
"1085","TR",1984,"7/24/1984","VGN038","CISCO",196,56,NA
"1086","TR",1984,"7/24/1984","VGN038","CISCO",201,59,NA
"1087","TR",1984,"7/24/1984","VGN038","CISCO",203,61,NA
"1088","TR",1984,"7/24/1984","VGN038","CISCO",207,62,NA
"1089","TR",1984,"7/24/1984","VGN038","CISCO",206,64,NA
"1090","TR",1984,"7/24/1984","VGN051","CISCO",211,64,NA
"1091","TR",1984,"7/24/1984","VGN038","CISCO",213,66,NA
"1092","TR",1984,"7/24/1984","VGN038","CISCO",222,67,NA
"1093","TR",1984,"7/24/1984","VGN038","CISCO",211,68,NA
"1094","TR",1984,"7/24/1984","VGN038","CISCO",211,72,NA
"1095","TR",1984,"7/24/1984","VGN038","CISCO",224,72,NA
"1096","TR",1984,"7/24/1984","VGN038","CISCO",211,73,NA
"1097","TR",1984,"7/24/1984","VGN038","CISCO",208,74,NA
"1098","TR",1984,"7/24/1984","VGN051","CISCO",220,85,NA
"1099","TR",1984,"7/24/1984","VGN051","CISCO",223,85,NA
"1100","TR",1984,"7/24/1984","VGN051","CISCO",225,85,NA
"1101","TR",1984,"7/24/1984","VGN051","CISCO",231,91,NA
"1102","TR",1984,"7/24/1984","VGN051","CISCO",232,95,NA
"1103","TR",1984,"7/25/1984","TRAMML","CISCO",242,100,NA
"1104","TR",1984,"7/25/1984","VGN025","CISCO",131,NA,NA
"1105","TR",1984,"7/24/1984","VGN025","CISCO",138,NA,NA
"1106","TR",1984,"7/24/1984","VGN025","CISCO",141,NA,NA
"1107","TR",1984,"7/25/1984","VGN032","CISCO",143,NA,NA
"1108","TR",1984,"7/25/1984","VGN025","CISCO",145,NA,NA
"1109","TR",1984,"7/25/1984","VGN025","CISCO",145,NA,NA
"1110","TR",1984,"7/25/1984","VGN032","CISCO",146,NA,NA
"1111","TR",1984,"7/25/1984","VGN025","CISCO",147,NA,NA
"1112","TR",1984,"7/25/1984","VGN025","CISCO",147,NA,NA
"1113","TR",1984,"7/25/1984","VGN032","CISCO",149,NA,NA
"1114","TR",1984,"7/25/1984","VGN032","CISCO",149,NA,NA
"1115","TR",1984,"7/25/1984","VGN025","CISCO",149,NA,NA
"1116","TR",1984,"7/25/1984","VGN025","CISCO",149,NA,NA
"1117","TR",1984,"7/25/1984","VGN025","CISCO",149,NA,NA
"1118","TR",1984,"7/24/1984","VGN032","CISCO",150,NA,NA
"1119","TR",1984,"7/24/1984","VGN032","CISCO",150,NA,NA
"1120","TR",1984,"7/24/1984","VGN032","CISCO",150,NA,NA
"1121","TR",1984,"7/24/1984","VGN025","CISCO",150,NA,NA
"1122","TR",1984,"7/24/1984","VGN025","CISCO",150,NA,NA
"1123","TR",1984,"7/24/1984","VGN025","CISCO",150,NA,NA
"1124","TR",1984,"7/24/1984","VGN025","CISCO",150,NA,NA
"1125","TR",1984,"7/24/1984","VGN025","CISCO",150,NA,NA
"1126","TR",1984,"7/25/1984","VGN032","CISCO",150,NA,NA
"1127","TR",1984,"7/25/1984","VGN032","CISCO",150,NA,NA
"1128","TR",1984,"7/25/1984","VGN032","CISCO",150,NA,NA
"1129","TR",1984,"7/25/1984","VGN032","CISCO",150,NA,NA
"1130","TR",1984,"7/25/1984","VGN032","CISCO",150,NA,NA
"1131","TR",1984,"7/25/1984","VGN032","CISCO",150,NA,NA
"1132","TR",1984,"7/25/1984","VGN025","CISCO",150,NA,NA
"1133","TR",1984,"7/25/1984","VGN025","CISCO",150,NA,NA
"1134","TR",1984,"7/25/1984","VGN025","CISCO",150,NA,NA
"1135","TR",1984,"7/24/1984","VGN032","CISCO",151,NA,NA
"1136","TR",1984,"7/24/1984","VGN032","CISCO",151,NA,NA
"1137","TR",1984,"7/24/1984","VGN032","CISCO",151,NA,NA
"1138","TR",1984,"7/24/1984","VGN032","CISCO",151,NA,NA
"1139","TR",1984,"7/24/1984","VGN032","CISCO",151,NA,NA
"1140","TR",1984,"7/24/1984","VGN032","CISCO",151,NA,NA
"1141","TR",1984,"7/24/1984","VGN025","CISCO",151,NA,NA
"1142","TR",1984,"7/24/1984","VGN025","CISCO",151,NA,NA
"1143","TR",1984,"7/24/1984","VGN025","CISCO",151,NA,NA
"1144","TR",1984,"7/24/1984","VGN025","CISCO",151,NA,NA
"1145","TR",1984,"7/24/1984","VGN025","CISCO",151,NA,NA
"1146","TR",1984,"7/24/1984","VGN025","CISCO",151,NA,NA
"1147","TR",1984,"7/25/1984","VGN032","CISCO",151,NA,NA
"1148","TR",1984,"7/25/1984","VGN032","CISCO",151,NA,NA
"1149","TR",1984,"7/25/1984","VGN025","CISCO",151,NA,NA
"1150","TR",1984,"7/25/1984","VGN025","CISCO",151,NA,NA
"1151","TR",1984,"7/24/1984","VGN032","CISCO",152,NA,NA
"1152","TR",1984,"7/24/1984","VGN032","CISCO",152,NA,NA
"1153","TR",1984,"7/24/1984","VGN032","CISCO",152,NA,NA
"1154","TR",1984,"7/24/1984","VGN032","CISCO",152,NA,NA
"1155","TR",1984,"7/24/1984","VGN032","CISCO",152,NA,NA
"1156","TR",1984,"7/24/1984","VGN032","CISCO",152,NA,NA
"1157","TR",1984,"7/24/1984","VGN032","CISCO",152,NA,NA
"1158","TR",1984,"7/24/1984","VGN025","CISCO",152,NA,NA
"1159","TR",1984,"7/24/1984","VGN025","CISCO",152,NA,NA
"1160","TR",1984,"7/24/1984","VGN025","CISCO",152,NA,NA
"1161","TR",1984,"7/24/1984","VGN025","CISCO",152,NA,NA
"1162","TR",1984,"7/24/1984","VGN025","CISCO",152,NA,NA
"1163","TR",1984,"7/25/1984","VGN025","CISCO",152,NA,NA
"1164","TR",1984,"7/25/1984","VGN025","CISCO",152,NA,NA
"1165","TR",1984,"7/25/1984","VGN025","CISCO",152,NA,NA
"1166","TR",1984,"7/25/1984","VGN025","CISCO",152,NA,NA
"1167","TR",1984,"7/25/1984","VGN025","CISCO",152,NA,NA
"1168","TR",1984,"7/25/1984","VGN019","CISCO",152,NA,NA
"1169","TR",1984,"7/24/1984","VGN025","CISCO",152,NA,NA
"1170","TR",1984,"7/25/1984","VGN032","CISCO",152,NA,NA
"1171","TR",1984,"7/24/1984","VGN032","CISCO",153,NA,NA
"1172","TR",1984,"7/24/1984","VGN032","CISCO",153,NA,NA
"1173","TR",1984,"7/24/1984","VGN032","CISCO",153,NA,NA
"1174","TR",1984,"7/24/1984","VGN032","CISCO",153,NA,NA
"1175","TR",1984,"7/24/1984","VGN032","CISCO",153,NA,NA
"1176","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1177","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1178","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1179","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1180","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1181","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1182","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1183","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1184","TR",1984,"7/24/1984","VGN025","CISCO",153,NA,NA
"1185","TR",1984,"7/25/1984","VGN032","CISCO",153,NA,NA
"1186","TR",1984,"7/25/1984","VGN032","CISCO",153,NA,NA
"1187","TR",1984,"7/25/1984","VGN025","CISCO",153,NA,NA
"1188","TR",1984,"7/25/1984","VGN025","CISCO",153,NA,NA
"1189","TR",1984,"7/25/1984","VGN025","CISCO",153,NA,NA
"1190","TR",1984,"7/25/1984","VGN025","CISCO",153,NA,NA
"1191","TR",1984,"7/25/1984","VGN025","CISCO",153,NA,NA
"1192","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1193","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1194","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1195","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1196","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1197","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1198","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1199","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1200","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1201","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1202","TR",1984,"7/24/1984","VGN032","CISCO",154,NA,NA
"1203","TR",1984,"7/24/1984","VGN025","CISCO",154,NA,NA
"1204","TR",1984,"7/24/1984","VGN025","CISCO",154,NA,NA
"1205","TR",1984,"7/24/1984","VGN025","CISCO",154,NA,NA
"1206","TR",1984,"7/24/1984","VGN025","CISCO",154,NA,NA
"1207","TR",1984,"7/24/1984","VGN025","CISCO",154,NA,NA
"1208","TR",1984,"7/25/1984","VGN032","CISCO",154,NA,NA
"1209","TR",1984,"7/25/1984","VGN032","CISCO",154,NA,NA
"1210","TR",1984,"7/25/1984","VGN032","CISCO",154,NA,NA
"1211","TR",1984,"7/25/1984","VGN025","CISCO",154,NA,NA
"1212","TR",1984,"7/25/1984","VGN025","CISCO",154,NA,NA
"1213","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1214","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1215","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1216","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1217","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1218","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1219","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1220","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1221","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1222","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1223","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1224","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1225","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1226","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1227","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1228","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1229","TR",1984,"7/24/1984","VGN025","CISCO",155,NA,NA
"1230","TR",1984,"7/24/1984","VGN025","CISCO",155,NA,NA
"1231","TR",1984,"7/24/1984","VGN025","CISCO",155,NA,NA
"1232","TR",1984,"7/24/1984","VGN025","CISCO",155,NA,NA
"1233","TR",1984,"7/24/1984","VGN025","CISCO",155,NA,NA
"1234","TR",1984,"7/24/1984","VGN025","CISCO",155,NA,NA
"1235","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1236","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1237","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1238","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1239","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1240","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1241","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1242","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1243","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1244","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1245","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1246","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1247","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1248","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1249","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1250","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1251","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1252","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1253","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1254","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1255","TR",1984,"7/25/1984","VGN025","CISCO",155,NA,NA
"1256","TR",1984,"7/24/1984","VGN032","CISCO",155,NA,NA
"1257","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1258","TR",1984,"7/25/1984","VGN032","CISCO",155,NA,NA
"1259","TR",1984,"7/24/1984","VGN032","CISCO",156,NA,NA
"1260","TR",1984,"7/24/1984","VGN032","CISCO",156,NA,NA
"1261","TR",1984,"7/24/1984","VGN032","CISCO",156,NA,NA
"1262","TR",1984,"7/24/1984","VGN032","CISCO",156,NA,NA
